property_id,description,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price_tier
17480275,Private Room near Columbia University,Manhattan,Morningside Heights,40.81638,-73.95937,Private room,28,0,1,0,1
26808582,Sonder | 116 John | Superior 1BR + Gym,Manhattan,Financial District,40.70633,-74.00623,Entire home/apt,29,0,96,332,2
14332083,Large furnished room with 2 beds,Queens,Glendale,40.69848,-73.89569,Private room,30,14,2,365,0
1658703,Close to trains! Special long-term rates!!,Brooklyn,East Flatbush,40.6526,-73.94999,Entire home/apt,59,48,1,122,1
14466193,Spacious Bright Private Bedroom for 2,Brooklyn,Bensonhurst,40.60909,-73.9769,Private room,2,14,2,82,0
16085817,"Brand New Modern Luxury Apt, Room A",Brooklyn,Sunset Park,40.65563,-74.00197,Private room,1,10,3,121,1
33689844,Cozy and sunny 2 bedroom apartment,Manhattan,Upper West Side,40.80009,-73.96218,Entire home/apt,14,0,1,2,2
9885866,No description provided.,Manhattan,Chinatown,40.71632,-73.99328,Private room,4,0,1,0,1
25779152,Quiet 2BD Brooklyn Cheap Stay,Brooklyn,Bedford-Stuyvesant,40.68202,-73.92151,Entire home/apt,1,42,1,133,2
20755049,IN MINT CONDITION-STUDIOS EAST 44TH/UNITED NATIONS,Manhattan,Midtown,40.75161,-73.97017,Entire home/apt,30,0,33,365,2
1924645,Sunny Studio in Prime Williamsburg,Brooklyn,Williamsburg,40.7161,-73.95074,Entire home/apt,14,29,1,0,2
16687716,Gorgeous Large Room near LGA,Queens,East Elmhurst,40.76441,-73.88943,Private room,2,9,1,0,1
33448532,Tribeca Apt w/ Rooftop Views,Manhattan,Civic Center,40.71626,-74.00257,Private room,4,5,1,327,2
22046354,Master Bedroom in Upper West Side Duplex,Manhattan,Upper West Side,40.78313,-73.97555,Private room,3,2,2,0,0
17029902,Midsize room in Queens.,Queens,Rego Park,40.72727,-73.86223,Private room,1,59,3,89,0
24312275,West Chelsea MINI,Manhattan,Chelsea,40.74491,-74.0042,Entire home/apt,3,49,2,64,2
12652786,Beautiful Room in Artist's Home,Brooklyn,Bedford-Stuyvesant,40.69409,-73.94815,Private room,3,5,1,301,1
16362226,"浪漫民宿,环境优美,停车方便,独立洗手间和马桶,浴室共用｡ (Website hidden by Airbnb)",Queens,Flushing,40.75482,-73.80368,Private room,1,52,4,0,0
34063202,Bright & clean space in lively Bushwick!,Brooklyn,Bushwick,40.69982,-73.92491,Private room,2,8,1,317,1
34483427,Mesmerizing Central Park View Awaits You!,Manhattan,Midtown,40.76471,-73.97454,Private room,1,0,14,361,3
13761271,Flushing Private Room W/ bathroom W/2 Quee Bed/1FL,Queens,Flushing,40.74988,-73.82884,Private room,7,82,12,152,0
26085068,"Lovely apartment in INWOOD, Manhattan",Manhattan,Inwood,40.86833,-73.92291,Entire home/apt,18,2,1,16,1
31877537,Pastel Dream Bedroom in Upper West Side 107,Manhattan,Upper West Side,40.80044,-73.95953,Private room,30,0,32,317,0
8974316,"Great room in Upper Manhattan, New York!!!",Manhattan,Harlem,40.82325,-73.94444,Private room,14,19,2,210,0
32661875,TIMES SQUARE PRIVATE YARD 4 GUEST APARTMENT,Manhattan,Hell's Kitchen,40.76125,-73.98849,Entire home/apt,3,9,1,191,2
28214075,HK AUTHENTIC TENEMENT UPDATED,Manhattan,Hell's Kitchen,40.76557,-73.99174,Private room,1,56,1,4,2
13530166,Convenient place rest head,Bronx,Concourse,40.82162,-73.92698,Private room,2,0,1,0,0
19038705,Chic Clason Point Condo,Bronx,Clason Point,40.80652,-73.85312,Entire home/apt,3,1,1,0,3
5735447,Charming 1BR in Brooklyn Brownstone,Brooklyn,Fort Greene,40.68914,-73.97406,Entire home/apt,1,0,2,0,2
16229583,1 Bedroom in a large apartment w/ a private patio!,Brooklyn,Red Hook,40.67705,-74.01436,Private room,2,68,1,69,1
21028192,Spacious 2-bed Apt. Quiet w/garden.Family friendly,Brooklyn,Crown Heights,40.67245,-73.94608,Entire home/apt,5,57,1,179,2
35056385,Cozy Brooklyn getaway,Brooklyn,Flatbush,40.64669,-73.95921,Private room,1,1,1,80,0
5292616,Chelsea Apartment - GREAT LOCATION!!!!,Manhattan,Chelsea,40.73933,-73.99879,Entire home/apt,3,2,1,0,2
56525,1 Bedroom Loft w/ Private Roof Deck,Brooklyn,Greenpoint,40.729,-73.95829,Entire home/apt,2,69,1,58,2
34653507,Perfect Manhattan apartment,Manhattan,Gramercy,40.73624,-73.97966,Entire home/apt,4,0,1,4,2
21581457,"Bright, large room with own 1/2 bath in great area",Brooklyn,Prospect Heights,40.67502,-73.96447,Private room,3,38,2,66,1
550858,Gorgeous Chelsea loft in the heart of Manhattan,Manhattan,Chelsea,40.74664,-73.99441,Entire home/apt,3,15,1,0,3
3898329,Best views of Manhattan!,Manhattan,Financial District,40.70943,-74.01405,Entire home/apt,2,6,1,0,2
11826442,Comfy Sanctuary walk to Laguardia!!,Queens,East Elmhurst,40.76969,-73.87912,Entire home/apt,3,68,1,334,1
2042764,Architect's home in Park Slope,Brooklyn,South Slope,40.66719,-73.98361,Entire home/apt,4,11,1,0,2
18508209,Charming Bedroom,Bronx,Schuylerville,40.83018,-73.83413,Private room,4,22,3,147,0
4031297,Clean Bedroom in Greenwich Village,Manhattan,Greenwich Village,40.72924,-74.00148,Private room,2,21,1,268,1
9185754,A Tree Grows in Brooklyn,Brooklyn,Williamsburg,40.70782,-73.95462,Private room,1,2,1,0,0
19133220,Charming Pre-War Studio Apartment Upper East Side,Manhattan,Upper East Side,40.78084,-73.94735,Entire home/apt,3,57,1,30,1
15917278,"Comfortable, cozy apartment in Bed Stuy",Brooklyn,Bedford-Stuyvesant,40.68084,-73.92038,Entire home/apt,2,107,1,81,2
23451337,Spacious fully furnished studio apartment,Manhattan,Upper East Side,40.75988,-73.96115,Entire home/apt,30,5,8,229,1
17140695,Sun-Filled Apartment in Bushwick,Brooklyn,Bushwick,40.69864,-73.92827,Entire home/apt,90,2,1,34,2
7322656,Clean & Quiet room in Bushwick,Brooklyn,Bushwick,40.68992,-73.91408,Private room,1,0,1,0,0
5944460,views to die for apartment on water,Brooklyn,Williamsburg,40.70965,-73.96817,Entire home/apt,30,4,1,13,2
25475944,Tourist spot,Bronx,Longwood,40.81668,-73.89988,Private room,1,38,2,75,0
22751606,"REDESIGNED 2Bdrs in PARK SLOPE,BROOKLYN !",Brooklyn,South Slope,40.66064,-73.98564,Entire home/apt,1,67,5,255,2
24226102,Class on Wall Street,Manhattan,Financial District,40.70399,-74.00827,Private room,2,1,1,0,1
20032886,Private Room & Living Room in shared Bushwick Apt,Brooklyn,Bushwick,40.70266,-73.92153,Private room,12,1,1,0,1
35907197,Master Bedroom in Your Cozy Queens Getaway,Queens,East Elmhurst,40.75637,-73.89729,Private room,1,0,1,36,0
26668703,Red Hook Loft,Brooklyn,Red Hook,40.67966,-74.00641,Private room,7,1,1,45,2
20404055,Spacious room with private bathroom in Manhattan,Manhattan,Washington Heights,40.8459,-73.94219,Private room,1,1,1,0,0
1956467,"Big, beautiful, central 1BD in Brooklyn",Brooklyn,Prospect Heights,40.67475,-73.96385,Entire home/apt,6,5,1,0,1
29760721,Room M near Columbia,Manhattan,Morningside Heights,40.8043,-73.96342,Private room,1,37,3,10,1
11567796,Great Apartment in Midtown New York,Manhattan,Midtown,40.74644,-73.98389,Entire home/apt,1,0,1,0,2
2155219,Private Bedroom in LIC/ Astoria,Queens,Long Island City,40.75874,-73.92999,Private room,29,37,1,305,1
31353429,"Huge Fully Equipped Apt, DM Building, Great Area",Manhattan,Murray Hill,40.74533,-73.97685,Entire home/apt,5,1,1,363,3
33984941,Private studio next to Penn,Manhattan,Chelsea,40.75129,-73.99538,Entire home/apt,2,1,1,0,2
29420970,Time-Sharing Private Room,Brooklyn,Borough Park,40.63543,-74.00701,Shared room,1,7,7,365,0
27731269,"Be Our Guest! Live, Love Bed-Stuy",Brooklyn,Bedford-Stuyvesant,40.68387,-73.94162,Entire home/apt,3,44,3,252,2
27166904,PRIVATE APARTMENT IN DOORMAN BUILDING,Manhattan,Financial District,40.70571,-74.00675,Entire home/apt,3,1,1,0,2
31715312,Manhattan Studio 4,Manhattan,Midtown,40.74827,-73.98865,Entire home/apt,3,2,2,29,2
11450373,STUDIO IN  VILLAGE CHARM~PERRY STREET!,Manhattan,West Village,40.73642,-74.00263,Entire home/apt,30,2,49,342,2
32744084,Sunny Bedroom in Williamsburg,Brooklyn,Williamsburg,40.71315,-73.95695,Private room,1,12,1,13,0
15159758,Prospect Park family friendly apt,Brooklyn,Prospect-Lefferts Gardens,40.66198,-73.95798,Entire home/apt,2,4,1,0,1
13135822,Gorgeous Bedroom in Manhattan Midtown West,Manhattan,Hell's Kitchen,40.76454,-73.99114,Private room,4,146,3,73,1
14440066,Bedroom in SoHo/Nolita,Manhattan,Nolita,40.72127,-73.99526,Private room,4,2,1,0,1
30229561,HARLEM CLEAN & COMFY SPACE,Manhattan,Harlem,40.82669,-73.93832,Private room,1,15,1,45,0
11373565,Private room in Williamsburg,Brooklyn,Williamsburg,40.70718,-73.94672,Private room,1,0,1,0,0
5524950,Modern 1 Br Apartment,Manhattan,Washington Heights,40.85396,-73.93785,Entire home/apt,20,2,1,100,1
34785319,Modern elegant Studio in ❤ of West Village,Manhattan,West Village,40.73682,-74.00406,Entire home/apt,2,2,1,98,2
1156499,MODERN/ SUBWAY/TERRACE/LOFT/ LARGE MASTER BEDROOM,Brooklyn,Greenpoint,40.72897,-73.95132,Private room,5,13,1,241,2
14462592,A cozy luxurious  bed and breakfast,Staten Island,Howland Hook,40.63014,-74.17459,Entire home/apt,4,20,1,363,1
19459142,Comfy stay!,Manhattan,Kips Bay,40.74072,-73.98133,Private room,1,0,1,0,1
13883393,One Bedroom Apartment- Only 15 min to Time Square!,Queens,Woodside,40.74399,-73.89817,Entire home/apt,1,162,1,332,1
19161964,A Private and Cozy room near Columbia University,Manhattan,Morningside Heights,40.8107,-73.95842,Private room,1,1,1,0,0
30370642,"Serene,  Clean Studio in South Williamsburg",Brooklyn,Williamsburg,40.7112,-73.96566,Entire home/apt,7,3,1,16,1
35260351,One Bedroom Apartment in a Doorman Building,Manhattan,Upper West Side,40.79164,-73.97361,Entire home/apt,1,0,1,22,2
30799299,Beautiful Row House Steps From Prospect Park,Brooklyn,Windsor Terrace,40.65716,-73.9755,Entire home/apt,4,0,2,87,3
15659791,Lovely studio near Grand Central /You will love it,Manhattan,Midtown,40.75105,-73.97045,Entire home/apt,30,0,52,297,1
28718446,Modern East Village Apartment off Bowery,Manhattan,East Village,40.72615,-73.98905,Private room,2,5,1,149,2
7094262,53rd & 3rd Midtown Manhattan,Manhattan,Midtown,40.75788,-73.9689,Entire home/apt,2,14,1,0,2
30937747,Sonder | The Nash | Bohemian Studio + Rooftop,Manhattan,Murray Hill,40.74737,-73.9742,Entire home/apt,2,4,327,99,2
16312490,Spacious room steps from Central Park and Subway,Manhattan,Harlem,40.80392,-73.95642,Private room,2,7,1,0,0
36042368,Colorful + Comfortable Downtown NYC Apartment,Manhattan,East Village,40.72338,-73.9851,Entire home/apt,3,0,1,17,2
27084832,Entire 3 Bed Apartment in UWS near Central Park,Manhattan,Upper West Side,40.80233,-73.96742,Entire home/apt,1,8,4,135,3
25815764,Sunny private room 10 mins from Times Sq 23B3,Manhattan,Hell's Kitchen,40.7557,-73.99563,Private room,7,10,47,358,0
34208674,Amazing 5 bed/2 bath Duplex 10 min from Manhattan!,Brooklyn,Williamsburg,40.71547,-73.94074,Entire home/apt,2,4,1,322,3
35319394,Luxury Brooklyn apartment private clean,Brooklyn,Prospect-Lefferts Gardens,40.65877,-73.9447,Entire home/apt,2,1,1,25,2
35371155,1 bedroom for 2 in a stunning Manhattan apartment,Manhattan,Murray Hill,40.7485,-73.97419,Private room,4,0,1,46,2
21311520,"Amazing ,Steps From Time Square,Perfect Location.",Manhattan,Hell's Kitchen,40.76168,-73.99061,Entire home/apt,30,12,12,251,1
20231046,Newly renovated 2 bed/2 bath in heart of Bushwick,Brooklyn,Bushwick,40.69426,-73.90785,Entire home/apt,3,70,1,223,2
17367004,Chic Space in Chelsea,Manhattan,Chelsea,40.7435,-74.00119,Private room,2,128,1,252,3
35878473,"Eclectic Love Boat, ""VACILANDA"" Far Rockaway",Queens,Arverne,40.59549,-73.78857,Entire home/apt,1,0,1,81,2
30264512,Hendrix Upstairs Oasis Rm #4,Brooklyn,East New York,40.66547,-73.8891,Private room,1,9,5,64,0
22423659,PRIVATE ROOM CLOSE TO MANHATTAN,Queens,Astoria,40.76903,-73.91895,Private room,1,26,5,173,0
14975651,"West Harlem, great location, new building!",Manhattan,Civic Center,40.71391,-74.00624,Entire home/apt,2,0,1,19,2
30113079,Brooklyn Cosy Daybed,Brooklyn,Crown Heights,40.66844,-73.95857,Shared room,2,0,1,0,0
9025602,Luxury 1-Bedroom Financial District Apartment!,Manhattan,Financial District,40.70726,-74.01429,Entire home/apt,30,0,121,184,2
13347857,Private room in Williamsburg,Brooklyn,Williamsburg,40.71061,-73.94289,Private room,2,7,1,0,1
20501444,Harlem Comfort Blend,Manhattan,Harlem,40.81932,-73.94675,Private room,2,24,1,0,0
22956809,Two Rooms-Prime Manhattan Location steps to subway,Manhattan,East Harlem,40.79846,-73.94239,Private room,1,63,1,12,1
32426419,Upper west/huge confortable Central Park ColumbiaU,Manhattan,Upper West Side,40.80047,-73.96064,Entire home/apt,1,22,3,0,2
23583380,"Cozy Brooklyn Room, Close to Everything :)",Brooklyn,Bedford-Stuyvesant,40.69639,-73.93724,Private room,3,0,1,0,0
35575867,Modern & Charming Lower East Side Apartment,Manhattan,Lower East Side,40.71982,-73.98849,Entire home/apt,2,0,1,170,2
7955984,Elegant Accommodation On A Budget!,Manhattan,Harlem,40.81944,-73.9408,Private room,1,27,2,340,1
9844161,[Prospect park] Brand New Huge Room,Brooklyn,Prospect-Lefferts Gardens,40.66112,-73.95462,Private room,1,0,1,0,0
25997752,Loft Suite at Franklin Guesthouse,Brooklyn,Greenpoint,40.73198,-73.95862,Entire home/apt,1,0,4,227,3
18971860,Modern Oasis bedroom in East Williamsburg,Brooklyn,Williamsburg,40.70821,-73.94274,Private room,2,0,1,0,0
21530389,"Charming one-bedroom in Greenpoint, Brooklyn",Brooklyn,Greenpoint,40.73279,-73.95426,Entire home/apt,6,5,1,0,2
2056012,"Rancho Deluxe, Williamsburg! ",Brooklyn,Williamsburg,40.71542,-73.95652,Entire home/apt,1,215,2,224,2
7176975,New/spacious 2 bedrooom 1.5 bath!,Manhattan,Washington Heights,40.83524,-73.943,Entire home/apt,4,1,1,0,2
27585912,Room4You by 4Js,Brooklyn,East Flatbush,40.65181,-73.91672,Private room,1,4,3,125,0
720394,Large pleasant room nr Central Park,Manhattan,Upper West Side,40.80155,-73.96569,Private room,1,5,2,0,2
12367673,Large cosy room-Financial District,Manhattan,Financial District,40.70873,-74.00601,Private room,1,5,1,0,1
495249,10min Walk & 15mins to Tourist Spot,Queens,East Elmhurst,40.75541,-73.89239,Private room,1,219,2,305,1
12292409,Charming Quiet & Bright Studio -LES,Manhattan,Lower East Side,40.71849,-73.98334,Entire home/apt,5,2,1,0,2
32141626,Beautiful West-side Harlem Brick apartment!!,Manhattan,Harlem,40.81303,-73.95285,Private room,1,13,1,296,2
27579796,New York home ferry ride from Manhattan.,Staten Island,Tompkinsville,40.63183,-74.09268,Private room,2,1,1,0,1
19991488,Private comfortable room in BK close to Manhattan,Brooklyn,Bedford-Stuyvesant,40.69287,-73.92939,Private room,4,13,2,188,0
20235849,Oasis in NYC - large UES studio near Central Park!,Manhattan,Upper East Side,40.78078,-73.95301,Entire home/apt,2,45,1,0,2
16368793,"Super Cute, Cozy, Sun-filled And Private",Queens,Ridgewood,40.69821,-73.8974,Entire home/apt,3,63,2,50,0
31204536,Private guest suite on magnificent Brooklyn block,Brooklyn,Crown Heights,40.66644,-73.94665,Entire home/apt,2,10,2,96,2
261259,Apartment in Best location in NYC,Manhattan,West Village,40.72953,-74.00462,Entire home/apt,7,11,1,0,2
27961870,Fresh room w/ skyline view in heart of Bushwick,Brooklyn,Bushwick,40.70706,-73.9201,Private room,3,7,2,11,1
20152264,"Spacious, cozy, fully equipped apartment with AC",Brooklyn,Carroll Gardens,40.6831,-73.99945,Entire home/apt,4,0,1,0,2
35005134,Sonder | 116 John | Sleek Studio + Gym,Manhattan,Financial District,40.70799,-74.00627,Entire home/apt,29,0,327,326,1
35602964,"Cozy/Comfortable/Clean, 3 Bedroom/2 Bathroom",Manhattan,Kips Bay,40.74293,-73.97923,Entire home/apt,2,0,1,267,3
9464137,Elegant High Rise Condo w/ Doorman,Manhattan,Upper East Side,40.7713,-73.95443,Entire home/apt,1,15,1,0,2
473777,Bright Modern Artist's Apartment,Brooklyn,Williamsburg,40.71285,-73.94383,Entire home/apt,5,10,1,0,2
3429765,Sunny Private Room,Bronx,Allerton,40.86689,-73.85776,Private room,2,75,4,172,0
14868158,Private Bedroom with Amazing Skyline View,Brooklyn,Bushwick,40.69945,-73.92771,Private room,1,9,2,0,0
32445673,Sunny King-Sized Manhattan 1BR w/Views Awaits You!,Manhattan,East Harlem,40.81213,-73.93752,Entire home/apt,3,16,1,0,1
30950573,Brooklyn 3 persons shared room close to subway,Brooklyn,Bushwick,40.6919,-73.90626,Shared room,30,0,6,342,0
18444575,"Bright, open 1BD in the heart of Nolita",Manhattan,Little Italy,40.72002,-73.99629,Entire home/apt,3,12,1,0,2
7034953,"Elegant 1BR, Private Bath in Brownstone",Brooklyn,Park Slope,40.6688,-73.97865,Private room,1,184,4,0,2
9118958,Nice Room in private house,Queens,Richmond Hill,40.69417,-73.83072,Private room,2,3,5,346,0
22628116,Inwood apartment closed to have fun in manhattan,Manhattan,Inwood,40.86815,-73.92342,Private room,1,0,1,89,2
33636366,Sonder | The Biltmore | Cozy Studio + Rooftop,Manhattan,Theater District,40.75948,-73.98615,Entire home/apt,29,1,327,193,2
2431607,"Bright, Airy Room Share for 2",Brooklyn,Bedford-Stuyvesant,40.68642,-73.9344,Shared room,5,76,3,258,0
32611977,Mi casa es tu casa! Cozy & comfortable!,Bronx,Belmont,40.85505,-73.89238,Private room,2,28,1,84,0
32502180,1-Bedroom Newly Renovated Cozy Apartment,Staten Island,Arden Heights,40.54857,-74.17628,Entire home/apt,30,3,1,316,1
3224913,Private Nook in Bushwick Improved Response Rate,Brooklyn,Bushwick,40.69436,-73.9253,Entire home/apt,1,115,4,64,0
36319154,Nice and large room to rent in a 2 beds apt,Brooklyn,Sheepshead Bay,40.60146,-73.94673,Private room,2,0,1,89,0
10010845,Modern 1 bedroom 5min Cental Park,Manhattan,Upper West Side,40.7993,-73.96642,Entire home/apt,1,171,1,53,1
16584878,Modern and bright duplex in central Cobble Hill,Brooklyn,Cobble Hill,40.6858,-73.99977,Entire home/apt,30,2,1,156,3
27807260,Private room in East Harlem,Manhattan,East Harlem,40.79409,-73.94007,Private room,2,2,2,67,2
